Sex_b,Age_pre,Pclass,Embarked_S,Embarked_C,SibSp,Parch,Fare,Cabin_null,Cabin_C,Cabin_E,Cabin_G,Cabin_D,Cabin_A,Cabin_B,Cabin_F,Cabin_T,Name_Miss,Name_Mrs,Name_Master,Name_Col,Name_Major,Name_Mr,Name_Dr,Name_Don,Name_Sir,Ticket_num,Ticket_cat,Survived
0,4.0,3,1,0,1,1,11.1333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347742,8,1
0,26.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349248,667,0
1,47.0,1,1,0,1,1,52.5542,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,11751,222,1
0,33.0,1,1,0,0,0,5.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,695,668,0
0,47.0,3,1,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345765,669,0
1,28.0,2,0,0,1,0,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3381,274,1
1,15.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2667,670,1
0,20.0,3,1,0,0,0,9.8458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7534,128,0
0,19.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349212,671,0
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349217,672,0
1,56.0,1,0,0,0,1,83.1583,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11767,276,1
1,25.0,2,1,0,0,1,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,230433,232,1
0,33.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349257,673,0
1,22.0,3,1,0,0,0,10.5167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7552,674,0
0,28.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34068,675,0
0,25.0,3,1,0,0,0,7.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,392076,676,0
1,39.0,3,0,1,0,5,29.125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,382652,16,0
0,27.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211536,677,0
1,19.0,1,1,0,0,0,30.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,112053,678,1
1,29.0,3,1,0,1,2,23.45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6607,614,0
0,26.0,1,0,0,0,0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111369,679,1
0,32.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,370376,680,0
